src_id,dst_id,src_position,dst_position,address,value
5191266295421662,8338368877206237,0,0,1FUAmL6pz6s3QhqS8vDTWMN7qvdUQ5HkJq,401000000
5292773472380044,3414453806567028,0,32,1Fxysar4ZWstNqoX7ApQYiAxJizMuuEsPr,5000000
6770910139100393,380342571825474,0,0,17UBU9ph8VKEekNAbzn2yhmrAoj5kWxeqk,13696000000
1467946033804258,6766589233370623,1,0,1LWvXiWU5GQSCR9mvF6BXqQQhtUuk9SMQ1,13646000000
6490449245066590,8424186149288879,0,0,1CAbS3fKTTLrSynYvYLDYbX2Xg3XFSHGea,34360000000
1834980147449953,4159863807163772,1,0,17CVf5oRKNCGnqYRg6tuAREPs2VK7MCUcE,34290000000
3766800914793429,5188379854794844,1,170,1L5zVz6coh6T4e5YExdsmCtJ8AHGpWFWk3,5000000
4519745449213977,2675794845538820,1,0,1Mm2yFW4y9Mjgidhgv8vLbS7sFuibZhXf4,523000000
coinbase100182,7440751157348584,4294967295,0,coinbase100182,5000000000
4750135610768365,UTXO81,1,-1,1AeZkwDj1zQeb5dvhsdCvb8EnVu9qFQ6uc,5000000
coinbase100271,4125372092343238,4294967295,0,coinbase100271,5000000000
5838879731852405,670566421267264,0,15,1AkuRxFgpW4bRr9k2eDsGvqiJGeENEHuWV,5000000000
8679210919579490,UTXO133,0,-1,15MQerwWHx5jq2pjVvm4gY2cVKEPiWngw5,5000000
8881194303290197,1067524856028352,1,0,1GZdrViio8n5fqZZMHgMkj5S77rV8w3qiv,4990000000
8682142662795813,6215164828693961,0,1,1E7omVoKbNPmDfFxPfZkAotQ65dFRsNX9y,5000000000
1372288976519345,2192842169784015,0,36,1BacnxpoKWzf1vLJP6qfbjK7moP1tEXqB5,5000000000
5242528227859842,3471946480180514,1,2,1JLb5aDSNLf4szmZcCCTLNPswxE3VAymS2,90000000
6360148247000572,3821436336570283,0,0,1NHK65qij4WUJMTDrcVu9WyrxzSWU1GtEM,4088000000
2941453294323574,3007376266394458,1,1,1Hdhm2A6f8MwhEGqWbSRP86dugrrg6bEFb,4912000000
1406154706709473,5084215095675296,1,4,1KXPVQAf4jw3ELP6Rg5JJDS2Sa3yMGFcSh,33000000
4629630880982414,1187384342863899,0,0,1NpaDWBSUPY1YymXvnE79a7Rb3rMozRk82,111325000000
1691160678056943,UTXO165,0,-1,1BSmwR3Z88xL62YSbyhGTxm9eaAYwhR6YS,5000000000
1358122560758687,4059016119767194,1,0,1BCRZfyjHB1zaiexAfHcMiVaD37XSKt16e,56099000000
2087707682595474,2618224900848716,0,1,1NF3L4jk5bvFB1PmSsrpCMzP3tiCWEdbam,5000000000
5962134322901962,6455379132465288,0,1,1Gq6YyhbJpeJyLewQ1kRuMS6cXkuHZGjyt,848000000
2117393764224523,2052921192918476,1,4,18imb6TXg5WJfL8BSCLbDqZdso4x6yJ2eg,2000000
5066975903482748,2632172299275188,0,30,1JYarGf4Wbz8LoJsYs4aPgEuUaKjQu7m8e,166000000
408297159695171,8859438912019620,0,0,14U4mixmouFRT2vZoQ5uLoCE3Q5ZDuCjpp,25000000
1819556154258646,3972103184564083,0,3,15842xPBNJs88Fs8QxzbVboUzXv4V7b3De,123000000
612865128429308,6928958601801137,1,0,1JUjKbocmpsWUoF5bWgcetkp2Cy1fYozkf,33855000000
coinbase100675,6707220655373217,4294967295,0,coinbase100675,5000000000
6738365623799566,768123719983319,0,0,13QY32EsncCDBksCFdiiCc3BUq4XskgcHy,1000000
1475889790282037,4675737564601822,0,0,1AMS7Yp4FXGH6mXMJj1fhP3cJWPfj8RdGp,3000000
4495214368515975,6572244498037099,0,1,1PSswN6vW9WfngVDSgqL8zC1fZZSaRAJot,250000000
2057387741477241,6259233081960251,1,47,1AQWiyHSCCVf9BCjnxb5XDouJzXwfpMb4w,5000000
3456317498763739,4028836695968059,0,0,1A2uYsHycJbbv6xLcVsiJLQhurpWkwuRhF,10000000000
4706578421549578,7683132483871356,0,1,1E7omVoKbNPmDfFxPfZkAotQ65dFRsNX9y,10000000000
7196491768426917,3202684537306409,1,0,1BfTTffY3dqH9YGTV8pLpp6mjWeTF2EoZ2,11866000000
3013705418104660,7921459621779449,1,0,1Drar1VrBCFqVDXKZkEDKKwFXxLJKfEFLu,3389000000
3824549286922801,7966256909571629,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
2024625849578808,3547122240369481,0,23,1AQWiyHSCCVf9BCjnxb5XDouJzXwfpMb4w,5000000
1450720599647915,4250241988644048,1,1,16ko76ErMoMsCkBzg4gH6wTMnSe2uw9sCs,6009000000
1794450391119488,6532405643473425,0,46,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
6136911142405670,6532405643473425,0,254,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
822835645076265,1419130034750437,1,3,19nYwUtDpiqUPopQJNgv5NR1SwZBpnttKC,38000000
2593542282314768,6827476169887563,0,8,14EGY9B3AWU9SfgxEgGXz8uTExX8CQAfSG,5000000000
coinbase100899,6056073064780244,4294967295,0,coinbase100899,5000000000
4526307334281386,1698590172667954,0,11,1PtQseBVT7ybzuwgUfHvhML3kwP6U9EirW,5000000000
7220205316519477,834976896891168,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
1681776086603254,UTXO303,0,-1,19wnzerNCD4MBRV1RRTqgPGS7uU6qu8DvQ,5000000
407288727286520,7029054327716131,0,3,1zm9iPPn8uUcDRrzW5hJ4B5T84jnE4maP,5000000000
1665393194915134,4388063494064739,1,0,1EYmha4Lc96uzUcMELwPJ3jsEwZ4DrjWyP,2265638641
5161647713686094,1281848064958511,1,31,1onwtnkam1PgUyVNEVjZeWVVYG46K1mKc,1000000
3198779217954058,1281848064958511,1,17,1GnRtYdK6k3fX8JBYEg9SJoXH83uPA4o53,1000000
168224632546750,1484413079631853,1,0,15CPHVgA5cgVW7LGvNvUXArCPLoKTVAzhY,455000000
coinbase101115,3940579999337812,4294967295,0,coinbase101115,5000000000
3765356135364278,7541578371877539,1,0,1PK2NWi6FTtGBNwpVkRu9amZa7L5kS6icr,263000000
710488534355541,275500467565664,1,21,1CnnwcW8R832AsrLUfZ2hQcwfbffkcsx3n,100000000
917498391484024,2148401849361077,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
3117033746419065,4273992942656871,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
6098910439184162,765894844260753,0,21,1H5tXPq1gExZXwbXxe4YoDLLVfM69pJ3eA,5000000
3373955351358592,6600425162684369,0,39,1Aie3a5W9xv3PL8TisxgSgmmxhXmmJedA8,5000000000
745699900873068,21697181753010,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
1520236954106634,6942911395599284,1,0,16un9HtEqADeEY8qgKtyVD253o3zMtqLhY,1324000000
3540823663421745,2157253471828819,0,3,1J7Dd3kpyTVVbPfUJRnmncwcX4cWN83gDw,5000000
coinbase101200,2930342617583341,4294967295,0,coinbase101200,5000000000
6697333112158887,809645564139624,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
3692279719976738,2343258875466694,1,0,1Fsn5gNRXCfpLw1eaJwM93ZcdwzwSFeLds,10747000000
7674006190803858,7795793001237142,0,25,16u5Tq1A5sQhGF3C1M9aMQvjXb25NyTsrZ,105000000
3026537819102901,3523454137308303,1,90,1JpHDxwF1ntD5K8Y9XgGwdTtKcRLFnZwXA,100000000000
7168845604072302,6549107083427516,0,3,1MBE3W5GEgQDfaXgu3f7m3cncTqEn14WXR,5000000000
453802254675433,7586630504843990,0,4,1NSLdrWuY1Wwf9JzhyBqY4PAs9SYD5tnZh,1000000
3351634799538703,5447862143897165,0,2,13YjFBrUBNTr3o6wKpBNUURzsWVCn6aRHP,10000000
4191572694199146,UTXO457,1,-1,1Cw3sZ9m5gGLQ3WWoQmdnNvMHARjKikDT6,1000000
coinbase101351,8929502208602081,4294967295,0,coinbase101351,5000000000
5995553998404175,8913897895366287,0,0,15NKTBXTynQEybzp2XnoJ955ZNWLK3L7Cj,6000000
7230113984082806,7086511980889907,0,0,1DVQEpTFjxYpZMVy4Bam9MCxeGEtmMmQCh,313480000000
4509368389209146,1965194609533122,0,0,152oi6HgpEiibYtNE4rTdh6UY3pd3Mpr9J,81000000
5947025203563946,315584513924580,0,0,1CVgk5mx38QueuiZpqnB9TZXUGEzhuYaU5,5000000000
2183322845346254,2392023305425453,0,0,1BfUGvffHKuZTMGcXtF1F3Eps2FQvo2JzG,2823000000
2630784479910582,4265098288270088,0,0,1Kvam4KYnMfcLdTz8NkuenXCcpm5opNQYy,1202000000
4143765810923502,8364546644098019,0,53,1GuJ4hNAvJWyrYTsUwfSbydgC9h6rsRqw2,5000199995
3065912187071447,2326457990509026,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
5954769761089045,6481595912859232,1,0,18F3QKzkyqz9W4AQF7Hk9uiu8hB6WagWCB,9646000000
6932938811770668,1555485230594685,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
5127695412626771,1226640646777634,0,0,13YjFBrUBNTr3o6wKpBNUURzsWVCn6aRHP,400000000
1620830972416004,366953130061590,0,2,1B6YpMwjzngKAbkUPxQnR3oeusBxkXrDQf,5000000000
5941927215464024,7559523207242581,0,0,1Lbnzage7Xg8saSJk6p14chJZUvtokAo64,2038000000
1073558770777410,3547122240369481,0,4,14AvmQRdd8PSE9m9Q5rx8HFtjoTwH8BmV6,5000000
7112886554245142,4743677859747725,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
3949337643640834,1334823402857725,0,0,1CgYkbpYopacZNJSc567ep5Zu7zfvFqdYg,240000000
7825318715676360,5635095605547221,0,0,1GZeQEVjRyVx9n8kPb1wM35Zdq9wS3imeY,266000000
740360815473661,7296409088190411,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
5321179514432434,1900995818016134,1,5,18bmv9vQ67Yauu7KHz8vfiyS9RyFfCLvd,300000000
2055437534572783,7748439544914107,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
280994430367454,278536519194562,1,0,1MBw8yHigpfw3VZrzDmbmcDm7K6Pr9X3Cu,2370000000
947909914847353,2936534478010394,1,0,1MFamoHssjN57DJATvgAAU2NW1V9voMhEN,32575000000
7494980675829262,5792444354105081,0,33,1LM3hRDiPc4bL995xR54fcW6mctgbmht3Q,5000000
8203747894008526,763954322337157,1,0,1Ap1QKL74ZaegVere3f7K9zYDaF1zvkcJB,57000000
6054953559601491,554459512020667,1,0,1EnuABctgYDspytSxXYNTKi8BMmBsZnJvU,2353000000
2292427960139512,1454296642983291,1,61,1JkT6EQMotCz6BFqPWFd3kFDQzU1qa119N,3000000
7062078906037570,8389245603552508,0,3,12T2dysYTQVdq434ZZBK167uXvb6o3G1tL,568000000
7145437809690230,4168621894651205,0,0,1MHsCuxFrus6fjkVuChSVnyJucGX4rxBTt,526000000
5635949608074332,6204607953412430,0,0,13FSAnbortdjSYVFNaMqWQKjJvbjgN2cYF,8616000000
6815051985229825,7888019488800508,1,7,1HTZtNQKTnX9tjko1Jkvb8Ju2MJTynwFAQ,500000000
7938311581001089,3003551269316287,1,9,12ggS6Xd5pMSPErz32tThPsB83uSBWqT4S,46000000
4524470226120156,380037811244611,1,0,17cqHvkx4QJkoaNtgsZENW968PegDndLP8,1000000000
5459326679901350,7555961501528912,0,0,18AdYERwW1Fpj6ox3nuALGiuVVUgmZbQwK,64634000000
1542304152289001,3069986092427400,0,0,1GmQFYyTN9TevJqLbrqngzF9m4Q7rQxeun,4696000000
55642590233244,79455312383338,0,0,195p3MAp2LTvHhbLo4GgY1GX3QnrUbc9DX,40000000
5464206573856321,4030432985636124,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
5195003311412484,4113042009612845,0,0,1ABtKpwXcCFXUVoP6ovubodjBoCRevoSKf,8316000000
1689765059647144,7694766271888163,1,0,16BTwwA9mH86mn2sp15RJipFWncb7eNnkb,8276000000
4641856761316903,4896509484144016,0,0,17oLmL7UigADRHMnHsmsto9D7XZzuJWr59,10000000
3684997547406387,2362302909067373,0,0,13TyZh37kia3fnxKj31KCVZXErY9iQxRJ9,98000000
807838185801020,1638932546962637,0,0,1GLEiwoYv2Mgtqtkm8oF18BE5JLEL1BQUV,108000000
2950290814131596,UTXO718,0,-1,1ZhKkzRLLfpNGNHf8qDDH7uRZtaMue7tR,104000000
7691265751859781,5275628605833627,0,0,1BcEfBmq1N5znMwrodHjK8e8vCLm4oDrnN,7976000000
8217542505813786,3432821463993583,0,0,15vnarcjie98unmdAaY7PXwADjqdyLYrNu,4680000000
421762867059210,4474674921891127,1,0,1FChbFePrKGmUV1iAWKvkUNNDGM9QJEkPB,4980000000
3416449133585177,4962056866428892,0,0,1JXShxBox51Tokn4C3WAFPVCx61SZksLES,4521000000
