src_id,dst_id,src_position,dst_position,address,value
3909315805189615,5004185317633755,0,0,1Q65uhsNqDWCsPXPm6XDg7XUNPmLhESW8f,618000000
7320202696469559,5191266295421662,1,0,1K3GgbfZaQezFAiyhDfSeixXKbTfutHfEs,402000000
coinbase100016,5502693815923197,4294967295,0,coinbase100016,5000000000
1198546042933428,1957890892896916,0,0,15baPCvsVtcWWYbUwqexUEzG9Cxesp6pgs,34410000000
5241056019194199,3123100957438394,0,1,16UaqqPhj3urucNJfQrE9skeuDUNuhPQ86,5000000000
3123100957438394,5103025313417790,0,1,1B9a6wKzyGHZhqraJAc5ozWfAiyLEoP5DU,10000000000
2454145685336877,5288755367264847,0,0,1DizASLSPiEyCkcdaH84rCPE65X62hdNkc,500000000
3394341316275132,8519970455384080,1,18,12bXYxKm5hbcYXivTWqy5PdfB674mp5gRv,5000000
5088352805957167,8407152020064637,0,0,12ggS6Xd5pMSPErz32tThPsB83uSBWqT4S,10000000
1004314968197051,2231432219389904,0,11,1K1vyZLkJbXt1SsfeMwD7m9F8VNth6326Y,5000000000
8963400243507248,4910319106026554,0,0,1KVXUsFK4wqnTEZrsVwwhkZaD8xKMUP1J9,34210000000
coinbase100230,8241029005092459,4294967295,0,coinbase100230,5000000000
4046436604106181,2210518895004405,0,0,1NoVkqL83vutA2dBLX2jhdh4muf9JibRjy,2256000000
7716289957090225,7775546260953174,0,0,16Gp2kNRJ3UPkGcAFaAExVziQfhF3porkH,1919000000
2749708329779259,1612733022984923,0,7,1DXsKabUusmayN4e8PjdMx2JQgrk9mdRer,199000000
3797804153915026,5640571815403552,1,2,1JVb4Tbfp8ih6mPSD1EZvxwRwZDLEyAzvo,17000000
4909542359582368,7311387093977587,0,0,17HPcdnVUsdPZuL7TCbrrkV3wbvak7sZdd,5000000000
7802609701505886,5029114925154906,1,25,18CTdj64TgcE8U1HaGbgar1LxTGFS3cxsz,2000000
6231041444347143,3068311350548826,1,0,16cMNJfq6aEVkMhK2Efi2YXy84GaJ6XNze,87023000000
coinbase100511,8703801435554727,4294967295,0,coinbase100511,5000000000
2132496678568232,4269848541132726,1,83,19nYwUtDpiqUPopQJNgv5NR1SwZBpnttKC,52000000
coinbase100586,3046338290343354,4294967295,0,coinbase100586,5000000000
3713557454982075,2610126901964281,0,0,1JBR8iC8GNEaeZyrz8om8o9g8usTheziD4,20000000000
8909176163187944,7029054327716131,0,35,1LYYe4t2BbhZdRHfeiepMTT7VSBL5WgHmp,5000000000
6674405319144976,4495214368515975,1,4,1MYaBk1s6jjtJyXsErDU9F9JBLZLeihVit,5000000
coinbase100765,2135826278957373,4294967295,0,coinbase100765,5000000000
5850351338155854,8956409235840285,0,0,18VSuek7S2em6uLaQcagxBtLixjUqYHqtq,10000000
3063958763342388,4519335207611314,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
2103106103141672,5196934598679060,0,0,1AwSTSrY2cR41uKJ55u8EXzHkimYTB6tJe,3000000
6839646425811580,6532405643473425,0,258,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
7812932863588939,6532405643473425,0,320,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
7125433315631091,628048597381045,0,0,1LDfmmLuGAh7EnG4mPHhZJHX8S59Vx54gm,11671000000
coinbase100848,8672015684355058,4294967295,0,coinbase100848,5000000000
2144518444834997,6786582703630260,1,0,18jhASyJZCRmFwGRvhDw6jpcLhjmvvpCd9,11621000000
4752898943326177,744036447074614,0,0,1L5e3Esz29RPcfy7cbBTUcZAqA4gWvx5RT,5000000000
5432871655061866,7325143358680757,0,0,1JGobkq7wqYafaowpoVyMw7YMtA2RjnQLG,1000000
2377496954007291,3606828528974298,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
3060004828667571,8060911128683388,1,6,15NxqofXEMEFVZx1S9deAt2DP5xqbURhTd,2000000
7699911418893814,6188311976137511,0,0,1GfcgSRq7VTCxG46rPriUfk7RR6hWPojfP,1599000000
coinbase100906,8639776179646824,4294967295,0,coinbase100906,5000000000
200841790697951,4216714816566277,0,0,1ErTgRkuRj9hzztyzTxCzBtJ9fpJJWMi32,5000000000
5000301885947080,4739524149296871,0,0,1b27NPx1cVn5LyxDqoib7PAfhGezFSN8L,100000000
3395036252757880,UTXO304,0,-1,1QBqGfVmNvggzDtPjfKybYeeLmoqifFdfo,10000000
4520275459491933,1376072253432236,1,0,1Jw7V1eDG9tafgLzHD6PiwT6L7ebGr73aT,10991000000
8824519663597425,35333080779727,1,0,19RJV3fPuK6bv3hkCustvVB2WWjhnnaVYR,10931000000
4572151330526470,4179776345150702,1,1,1F2i7WYJJtGHXFQ7Erj6v2neL1e6CL1ce3,643000000
7698525927888266,101294285640579,0,12,1tN24N2jUANuFMdqs2aiRv4Q3MRdatTJX,5000000000
5366889091394824,1281848064958511,1,33,149KdsWc6K4W1xmRsbVokBkkr5skJgBZ2M,1000000
6085313860306901,7541906114663382,1,21,13SecR7EGTXQ4LHGWvYhbAEUbMnFpyMWHG,171000000
6748707488505924,3516283445741008,0,0,1CpRWAMivaFhkpv7w8nVgV6avrvvMkuhFE,2422000000
2081206845366802,4938893347795955,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
4539256939355444,4686479799086601,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
2628583563225302,7277031561432763,1,5,16FixfCDpjy5VYDpyMx3AE4Pmh5SwfYtUj,164000000
4912863909109766,5188379854794844,1,232,13sRbonvivbZGcwDEEDbBiQ5YHiLJtB6RV,5000000
6972113971555261,6242125648599726,1,0,1LwWAyYW7vvFAgVaKUtT7vWifj7GfroKwE,10306000000
6608030562629884,4525003337222095,1,0,1AvVpWj2qPc6tbCeT88SJKrVtxfHmTLxo6,10256000000
1683353195222575,2681011479004728,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
6187585538018549,1981992968961415,1,8,13i639F8B762imN3x5FVy7wyRBANDVNjJ9,5000000
