src_id,dst_id,src_position,dst_position,address,value
5768542860061640,6443130407826328,0,5,1CsT3ba2VsrsxwQsmwZoFVQ4fE86A1Uj4W,5000000000
3119881270282789,8367074287277189,0,3,1MPsQHCmLzGwLXGh761T6PuRxvh4KuyDMB,1000000
1264350085541037,657166825617420,1,2,18vgdAzrpY3WytDeYygm3HP69DqC5DTP1i,50000000
7112025019137651,791697280503773,0,2,1Geifrt5e5YPitt2gCHKfqtFTpTpT5MrGi,2000000000
8079438794751004,5797835684485540,0,0,1HT19n7k8yGTqRgB3qxfXWRQdCPLAm8bZY,5000000000
99736896092800,5872902749910765,1,0,12aXHmPMiobh5R1wVnZzSgKzN3ntV4fd6T,121996000000
2809421253557501,2305938459514332,1,0,1BL91JeALMpXPZDWWAVFSQNNNxWmhttv7w,5000000
3155897746680901,5328443570817121,0,0,1HUS37SqzX1dav6eSdo1pnjDpaBi7qhbf8,5000000
4241453079955938,884341374565984,0,6,19tq9NYFsSCMRUkc12v363tHgAeUokoVam,10000000
8623416476076523,4243782126964313,0,2,13wZknpKnQfQXbtMzAqsyQNNGqiSjx6nEi,10000000000
2557438982915558,2831691744654692,1,0,19Kp6HX28yCt9PykbooXXc71jeqJypd8ZW,13326000000
8208146083670134,608456460358469,1,30,1DXsKabUusmayN4e8PjdMx2JQgrk9mdRer,185000000
coinbase100220,1611864860025061,4294967295,0,coinbase100220,5000000000
5011240558830427,2656289369246226,0,0,1nHBbVFepCvvuVcVp9NVpRJgSH4ycjNxP,10000000000
1183653166167699,4046436604106181,1,0,19NNiZ213RzG6ZC5NWjN2emWwetgsCXdUE,2326000000
1911714874771842,5482547851441082,1,1,1JYdnvLcovYgYapsQpNLHHAxpYz3PS6R8z,108000000
4943417236472704,2658660513435651,0,1,166uYUb7ogk1xyxSSYQzdXRefdbYJaMTjs,342000000
7071999700909453,2658660513435651,1,6,166uYUb7ogk1xyxSSYQzdXRefdbYJaMTjs,380000000
3669937176623645,572303787134999,0,19,13wZknpKnQfQXbtMzAqsyQNNGqiSjx6nEi,20000000000
7842686809162720,7755000775166558,1,0,1FCPhrwA6zdmsVE3tYYqDQ5bV4DYK53Pur,12796000000
1455280206630986,2594214514426986,1,4,13SecR7EGTXQ4LHGWvYhbAEUbMnFpyMWHG,147000000
coinbase100517,6950130205713021,4294967295,0,coinbase100517,5000000000
5197662626898697,2072450748534669,1,3,1DYMSE1PRsTujEWiqn8KjkYAjw6Ac14NKy,500000000
4809226451224998,6600425162684369,0,136,1PnZVGtdAQCdABMUfMmqVJsenAfErVeMa4,5000000000
coinbase100547,894625915839224,4294967295,0,coinbase100547,5000000000
4663208135879715,7250421291638450,0,1,1F5JdyZYmXaLYiS5tKRgbeo2jEwUWwgieC,107000000
8376935291160307,604572252338117,0,3,1ARMVUnQf3rm3EqpKWF9kCRvz39j73cLLD,5000000
5510873707031830,5671155166032963,1,0,1JXm2eWq8pdnqxVZdUQFNuJgrsCyB7hDBo,12321000000
5470724299125325,1670710847185082,0,3,1K9NrC7wkq6NyJPALVviEhuZjhinzaSC9Z,54000000
8797364929293336,4975909458611,1,0,1FkRZBzLxhscCaAfXrLaYSH919NMaHJJi1,3000000
8203084220168702,8276200092580332,0,178,1CfugdavWq8eZ995JPUKAAeMgeovfAgLS,5000000000
768123719983319,6021727522781456,0,0,18FPpAw9s5C6nVq31CgAzUQq5QVcYmAVqS,1000000
coinbase100730,5741584772371766,4294967295,0,coinbase100730,5000000000
5267435839721073,5670103527206822,1,19,191Syosf97RzXPuj4ZvTfp2uaeR3qgJAg,5000000
coinbase100764,3584012652292632,4294967295,0,coinbase100764,5000000000
7922075731299739,7029054327716131,0,34,1M1FnMd9jQHqzRXPzDVKZTQ4iRsZbMpbdg,5000000000
2593886722820868,862422404072555,1,0,1DX1UgXHJfcEDdYXFoPAvAEYp4G9PBa6ap,23000000
2194164767705808,6532405643473425,0,58,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
3805269324438014,6532405643473425,1,168,18VFa5w6Q5uFBPVi3NyAPJC6kaux8FZTv,1000000
1956220832845553,UTXO257,1,-1,1LFdkZikNWV94LW95ie6sE8hMSXAspF7VF,5000000
coinbase100888,1477328940340029,4294967295,0,coinbase100888,5000000000
1332946304869934,2231432219389904,0,23,19DrMnqtxastaMBw2fXRSWZX7HUExCFUDx,5000000000
8506308025175806,5000339759064588,1,2,17Drr5GZf7q4WGphHKg3uUxaesEcPw92FX,107298000000
3293937075945796,UTXO285,0,-1,17CMECyqm1uj4GAhADHj8PLUefRPNNnjMu,5000000
6725442748098424,978428536641471,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
513952490679872,3718620623080771,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
6802794211180312,7969281345120785,0,21,18vgdAzrpY3WytDeYygm3HP69DqC5DTP1i,17000000
530839471507228,5307847488904801,0,0,1F964t94hk6sExWh3zEhS4K5dr1Y3PhMvb,5000000000
8884824786350773,834600909481048,0,20,15MxgdeTVRdoqVQEJbqsZj5aJoJZqVtD3f,5000000000
6507667962051225,6212320617229303,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
coinbase100970,8625272079246015,4294967295,0,coinbase100970,5000000000
2933643312562437,6748964780324695,0,0,14gCy3fXp9C6UGe8EVZL8bKLJBDNZBkVog,11031000000
95148806558952,3956082121774512,1,0,12eMx4u9Hj8SocJUZVFBzuxtkpjLPjxcUa,3282638641
5354699276202539,6827476169887563,0,59,1B3DnLm53JPbay6xfSUXHQspgS6uz9Kqig,5000000000
1167632527919621,1856696595354559,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
8450399466037887,4323167723052589,0,0,1CMy4JWEiHmmQWecA6D1JTaULsfKFszszG,35000000
coinbase101082,273508355792498,4294967295,0,coinbase101082,5000000000
5654842783602105,3384286301280793,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
461819207403687,6556373065698276,1,0,1Cvvr8AsCfbbVQ2xoWiFD1Gb2VRbGsEf28,25000000
5360751367364113,7327059628974291,1,0,126bMAWKb9JPt4Rc1gTvtoF9bew1SA8Uzm,18000000
3325571290515563,5188379854794844,0,140,13sRbonvivbZGcwDEEDbBiQ5YHiLJtB6RV,5000000
4524598864906951,6073294279184179,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
6367401937717259,781258912855776,0,0,16mTceTTx2UHsC6FCLaDDSdQjsDeTaMH6y,1000000
5307847488904801,3000662457404912,0,2,1QAE34SgXj7G2dMgdN3c4xz5xEFgZax55P,5000000000
1602865528691572,2892229020808731,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
7010189053861817,2162090062238784,0,0,1DvBuYrK3PuwJVBWMCzerguPPL3BzWJyUu,570000000
7645721920282851,5272679657827569,1,0,1xfby5kdbdmugMXsPKwG2eFKj66KtvCp5,10176000000
598861982247297,3569237499810089,1,0,17A5fu6Mt7z2FahcFk3qk9BZi8nBTycbav,4864000000
2798844389506934,3692279719976738,0,0,1DgBhWb2MpTwStHpxSLBSgrkQkvvF7Gs3f,11877000000
118817694203046,7357132216299105,1,25,1MnvFeHR7m7ucpkPCLVvMUrSowWBojvsPg,238000000
557233202064850,1491243504476318,1,0,1DYnDAsHwTmaxPPvL63Gi8mds321Kkkk1g,325000000
5940962485299068,7059343472270091,0,0,1EBwwrZ3yy8xkwpj2kKufYCx89FbmtHmy9,5000000
4272589519974029,1432444033395289,0,12,1L733pb756KTkNj6zj4kbDNTHZtRyYTgQY,5000000000
6590507108853190,6474823427491215,0,131,1QCLq4q1oKMnvkx4oQzMyUmLHhjbSg1BoY,5000000000
6743949609282978,343983080109981,0,0,1JFhWDU9KQxU9Lt7aFrj1HpAmJF7JAoAUr,4000000
coinbase101326,7176893652809628,4294967295,0,coinbase101326,5000000000
29960003579421,229439128293212,0,73,1N4FuxYGXwrtedrhrREvXEEkAYjHHn2YZy,5000000000
800487853438336,4548952117558813,1,1,1KYFjPj5PTfdGPLiycHZevGu4u2YoNLzTr,1480000000
4970937875078793,4327720982030575,0,46,1HXyhe9V64hiYSLzacCGBzGZoUZGdJLGKm,107000000
6357463767391755,5356407763831635,0,0,1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1000000
8541098492383996,588615989885777,1,0,1DywvkKnPAEvQ7W35qyju2mZUm7wAH3Ga5,3421000000
3278442735066993,2674631638474170,1,3,13SecR7EGTXQ4LHGWvYhbAEUbMnFpyMWHG,129000000
2939022574019078,2468779929863878,0,0,1EUxF81a3jyZXvjNs2yEcThhQgejz2WLQB,4530000000
7382006968539583,8011588679812763,1,0,1AjG6vxizL6fw1ur4EWpeiC34TB2erBZWJ,5000000
3371507182782620,213559874288981,0,4,1P974CReaDkQeRZoMQZF7TsLv6diwnk62W,5000000000
6246065300158059,4391389389962172,0,1,1L52r3j29RUx4SNNVscfDku1FVV8r9Rvqu,5000000000
coinbase101588,4166445012910881,4294967295,0,coinbase101588,5000000000
6144200075959910,1706187576496390,0,0,1XKX3A2QumxBnVR8RewcDzGrGJX5c8oFC,200000000
6852338838935022,7738936804542196,1,0,17LLNKUWVJ74GegtHmi5cCVVd3FE3CnQjU,9171000000
3600536811308290,3388156827061381,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
1403597570455463,3076920938282124,0,1,1F74jh6N88MEATBW4bDf5c3VVZoY1BmaTY,5000000000
coinbase101655,769865767302754,4294967295,0,coinbase101655,5000000000
4726321146905936,6623501438566146,1,3,1DuCHVDXS3ujqhJ845iH67seCQiev21WYm,200000000
831764252726178,440981896942315,0,0,1PZc9VbzutdB4NDC3vvMj7HsfHmNnh8D55,32560000000
8868263928462728,3476755765402406,1,1,15Khm16GYt3VoAaZpZgTJdhrWQEB7fF9jE,50000000
8570378683329761,937676512388628,0,0,1Ey3qV8r3gT8FLoy79UF2PqAAvLDedU7Tg,5000000000
7963912179195830,160681380154643,1,136,1NYjm6YAnDQh2hE3HYbmDUmS3bRhQByB5K,163000000
6921549665341685,2625013915511834,1,12,1AionCF4SHwJWp4NoFWdshuZAFXCkNJuon,581000000
3061817398644684,1870371315809626,0,0,15cjbDEYzQemEQtD5JyJoo8VcLtHtE6ZF8,4098000000
739482265963907,3549912785900400,1,0,1Chg4V7HxqWbjz3KFmdyG22xL11Ygt3MWs,1595000000
coinbase101823,6576272096669447,4294967295,0,coinbase101823,5000000000
coinbase101844,4917632713970097,4294967295,0,coinbase101844,5000000000
1571240727923329,4335567945448958,0,0,1K2GvTVPNHstcj9mDYFnEQHL1rauRewo7T,1000000
6653425386255070,8212140428796186,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
6407544761154266,6908409629712039,0,9,14NKcz5wCNYv87Bqz9QApnfdPzDQzunA5E,12000000000
5704376796340198,1917977773530630,0,2,1H7WcwnY9iipG5ZRbYmBzL3zhV2HQGFknf,2000000
5950868865321664,3162868447232096,0,0,1ME8WGsB7rtVLu76zDM3NRGiEqQYPRaDT2,1000000
3996249321408411,7179350112864405,0,0,1HPomwyJ3upEh2wLUTbFjj5vHPHZsY7eVj,1000000
